"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"303",28658,10,24,1998,2,"DS","M",51,120,"Dipodomys","spectabilis","Rodent","Control"
"304",28800,11,21,1998,2,"DS","F",51,112,"Dipodomys","spectabilis","Rodent","Control"
"305",28927,12,22,1998,2,"DS","F",53,119,"Dipodomys","spectabilis","Rodent","Control"
"306",29038,1,16,1999,2,"DS","F",51,136,"Dipodomys","spectabilis","Rodent","Control"
"307",29167,2,20,1999,2,"DS","F",50,140,"Dipodomys","spectabilis","Rodent","Control"
"308",29313,3,14,1999,2,"DS","F",52,153,"Dipodomys","spectabilis","Rodent","Control"
"309",29433,4,17,1999,2,"DS","M",48,87,"Dipodomys","spectabilis","Rodent","Control"
"310",29436,4,17,1999,2,"DS","F",51,131,"Dipodomys","spectabilis","Rodent","Control"
"311",29573,5,15,1999,2,"DS","M",50,96,"Dipodomys","spectabilis","Rodent","Control"
"312",29706,6,12,1999,2,"DS","M",49,102,"Dipodomys","spectabilis","Rodent","Control"
"313",22381,6,27,1995,2,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"314",22440,7,20,1995,2,"PP","F",19,15,"Chaetodipus","penicillatus","Rodent","Control"
"315",22441,7,20,1995,2,"PP","F",19,17,"Chaetodipus","penicillatus","Rodent","Control"
"316",22446,7,20,1995,2,"PP","M",21,19,"Chaetodipus","penicillatus","Rodent","Control"
"317",22449,7,20,1995,2,"PP","F",19,9,"Chaetodipus","penicillatus","Rodent","Control"
"318",22464,7,20,1995,2,"PP","F",20,15,"Chaetodipus","penicillatus","Rodent","Control"
"319",22542,8,26,1995,2,"PP","F",23,18,"Chaetodipus","penicillatus","Rodent","Control"
"320",22546,8,26,1995,2,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Control"
"321",22557,8,26,1995,2,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"322",22663,9,23,1995,2,"PP","F",19,11,"Chaetodipus","penicillatus","Rodent","Control"
"323",22669,9,23,1995,2,"PP","F",20,17,"Chaetodipus","penicillatus","Rodent","Control"
"324",22672,9,23,1995,2,"PP","F",18,13,"Chaetodipus","penicillatus","Rodent","Control"
"325",22673,9,23,1995,2,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"326",22682,9,23,1995,2,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"327",22691,9,23,1995,2,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"328",22692,9,23,1995,2,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Control"
"329",22696,9,23,1995,2,"PP","F",20,17,"Chaetodipus","penicillatus","Rodent","Control"
"330",22727,9,23,1995,2,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"331",22831,10,28,1995,2,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"332",22836,10,28,1995,2,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"333",22851,10,28,1995,2,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"334",22878,10,28,1995,2,"PP","F",19,13,"Chaetodipus","penicillatus","Rodent","Control"
"335",22886,10,28,1995,2,"PP","F",21,13,"Chaetodipus","penicillatus","Rodent","Control"
"336",22910,10,28,1995,2,"PP","F",24,17,"Chaetodipus","penicillatus","Rodent","Control"
"337",23028,12,2,1995,2,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"338",23353,2,24,1996,2,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"339",23501,3,23,1996,2,"PP","F",23,18,"Chaetodipus","penicillatus","Rodent","Control"
"340",23594,3,23,1996,2,"PP","M",NA,24,"Chaetodipus","penicillatus","Rodent","Control"
"341",23676,4,14,1996,2,"PP","F",23,20,"Chaetodipus","penicillatus","Rodent","Control"
"342",23892,5,23,1996,2,"PP","F",24,21,"Chaetodipus","penicillatus","Rodent","Control"
"343",23913,5,23,1996,2,"PP","F",21,13,"Chaetodipus","penicillatus","Rodent","Control"
"344",24039,6,13,1996,2,"PP","F",23,21,"Chaetodipus","penicillatus","Rodent","Control"
"345",24048,6,13,1996,2,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"346",24172,7,20,1996,2,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"347",24185,7,20,1996,2,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"348",24217,7,20,1996,2,"PP","M",23,12,"Chaetodipus","penicillatus","Rodent","Control"
"349",24307,8,14,1996,2,"PP","F",22,19,"Chaetodipus","penicillatus","Rodent","Control"
"350",24318,8,14,1996,2,"PP","M",23,15,"Chaetodipus","penicillatus","Rodent","Control"
"351",24418,9,21,1996,2,"PP","F",20,20,"Chaetodipus","penicillatus","Rodent","Control"
"352",24435,9,21,1996,2,"PP","F",23,21,"Chaetodipus","penicillatus","Rodent","Control"
"353",25430,4,12,1997,2,"PP","F",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"354",25453,4,12,1997,2,"PP","F",23,21,"Chaetodipus","penicillatus","Rodent","Control"
"355",25474,4,12,1997,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"356",25477,4,12,1997,2,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Control"
"357",25480,4,12,1997,2,"PP","F",21,22,"Chaetodipus","penicillatus","Rodent","Control"
"358",25522,4,12,1997,2,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"359",25529,4,12,1997,2,"PP","M",23,25,"Chaetodipus","penicillatus","Rodent","Control"
"360",25695,5,10,1997,2,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"361",25727,5,10,1997,2,"PP","F",21,22,"Chaetodipus","penicillatus","Rodent","Control"
"362",25753,5,10,1997,2,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"363",25779,5,10,1997,2,"PP","F",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"364",25977,6,9,1997,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"365",25991,6,9,1997,2,"PP","F",21,19,"Chaetodipus","penicillatus","Rodent","Control"
"366",25994,6,9,1997,2,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"367",26446,7,9,1997,2,"PP",NA,NA,NA,"Chaetodipus","penicillatus","Rodent","Control"
"368",26476,7,9,1997,2,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Control"
"369",26576,7,29,1997,2,"PP","F",23,18,"Chaetodipus","penicillatus","Rodent","Control"
"370",26586,7,29,1997,2,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"371",26627,7,29,1997,2,"PP","M",23,20,"Chaetodipus","penicillatus","Rodent","Control"
"372",26789,9,27,1997,2,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"373",27690,3,29,1998,2,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"374",27725,3,29,1998,2,"PP","M",20,20,"Chaetodipus","penicillatus","Rodent","Control"
"375",27763,5,2,1998,2,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"376",27768,5,2,1998,2,"PP","M",21,19,"Chaetodipus","penicillatus","Rodent","Control"
"377",27875,5,28,1998,2,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"378",27894,5,28,1998,2,"PP","M",21,21,"Chaetodipus","penicillatus","Rodent","Control"
"379",28030,6,27,1998,2,"PP","F",23,20,"Chaetodipus","penicillatus","Rodent","Control"
"380",28054,6,27,1998,2,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"381",28069,6,27,1998,2,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Control"
"382",28193,7,18,1998,2,"PP",NA,NA,NA,"Chaetodipus","penicillatus","Rodent","Control"
"383",28228,7,18,1998,2,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Control"
"384",28324,8,22,1998,2,"PP","F",24,18,"Chaetodipus","penicillatus","Rodent","Control"
"385",28327,8,22,1998,2,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"386",28329,8,22,1998,2,"PP","M",21,11,"Chaetodipus","penicillatus","Rodent","Control"
"387",28553,9,20,1998,2,"PP","M",20,12,"Chaetodipus","penicillatus","Rodent","Control"
"388",28559,9,20,1998,2,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"389",28562,9,20,1998,2,"PP","M",21,12,"Chaetodipus","penicillatus","Rodent","Control"
"390",29437,4,17,1999,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"391",29574,5,15,1999,2,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"392",29576,5,15,1999,2,"PP","M",22,29,"Chaetodipus","penicillatus","Rodent","Control"
"393",29702,6,12,1999,2,"PP","M",21,19,"Chaetodipus","penicillatus","Rodent","Control"
"394",29822,9,11,1999,2,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"395",29862,10,9,1999,2,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Control"
"396",29863,10,9,1999,2,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"397",29947,11,6,1999,2,"PP","M",21,15,"Chaetodipus","penicillatus","Rodent","Control"
"398",29948,11,6,1999,2,"PP","F",22,12,"Chaetodipus","penicillatus","Rodent","Control"
"399",29949,11,6,1999,2,"PP","F",22,13,"Chaetodipus","penicillatus","Rodent","Control"
"400",30064,12,5,1999,2,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"401",30069,12,5,1999,2,"PP","F",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"402",30170,1,8,2000,2,"PP","M",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"403",30301,2,5,2000,2,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"404",30302,2,5,2000,2,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"405",30304,2,5,2000,2,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"406",30306,2,5,2000,2,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"407",30431,3,4,2000,2,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"408",30432,3,4,2000,2,"PP","F",23,17,"Chaetodipus","penicillatus","Rodent","Control"
"409",30434,3,4,2000,2,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Control"
"410",30439,3,4,2000,2,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Control"
"411",30608,4,30,2000,2,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Control"
"412",30609,4,30,2000,2,"PP","M",21,19,"Chaetodipus","penicillatus","Rodent","Control"
"413",30733,6,3,2000,2,"PP","M",27,10,"Chaetodipus","penicillatus","Rodent","Control"
"414",30740,6,3,2000,2,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"415",30913,7,1,2000,2,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"416",30915,7,1,2000,2,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"417",31106,7,22,2000,2,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Control"
"418",31107,7,22,2000,2,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"419",31108,7,22,2000,2,"PP","M",23,15,"Chaetodipus","penicillatus","Rodent","Control"
"420",31204,8,25,2000,2,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Control"
"421",31207,8,25,2000,2,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Control"
"422",31208,8,25,2000,2,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"423",31209,8,25,2000,2,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"424",31211,8,25,2000,2,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"425",31214,8,25,2000,2,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Control"
"426",31387,9,30,2000,2,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"427",31389,9,30,2000,2,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"428",31944,4,21,2001,2,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Control"
"429",31947,4,21,2001,2,"PP","M",22,24,"Chaetodipus","penicillatus","Rodent","Control"
"430",32162,6,25,2001,2,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Control"
"431",32163,6,25,2001,2,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Control"
"432",32164,6,25,2001,2,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"433",32378,8,25,2001,2,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"434",32379,8,25,2001,2,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"435",32381,8,25,2001,2,"PP","M",22,NA,"Chaetodipus","penicillatus","Rodent","Control"
"436",32387,8,25,2001,2,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"437",32388,8,25,2001,2,"PP","M",23,NA,"Chaetodipus","penicillatus","Rodent","Control"
"438",32599,9,22,2001,2,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"439",32606,9,22,2001,2,"PP","M",24,19,"Chaetodipus","penicillatus","Rodent","Control"
"440",32608,9,22,2001,2,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"441",32609,9,22,2001,2,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Control"
"442",32819,10,13,2001,2,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"443",32824,10,13,2001,2,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Control"
"444",32830,10,13,2001,2,"PP","M",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"445",33034,11,17,2001,2,"PP","M",21,16,"Chaetodipus","penicillatus","Rodent","Control"
"446",33226,12,15,2001,2,"PP","M",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"447",33412,2,9,2002,2,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"448",33578,3,13,2002,2,"PP","M",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"449",33584,3,13,2002,2,"PP","M",23,23,"Chaetodipus","penicillatus","Rodent","Control"
"450",33843,4,17,2002,2,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"451",33845,4,17,2002,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"452",33846,4,17,2002,2,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"453",33957,5,15,2002,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"454",33959,5,15,2002,2,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Control"
"455",33965,5,15,2002,2,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Control"
"456",34193,6,15,2002,2,"PP","F",20,9,"Chaetodipus","penicillatus","Rodent","Control"
"457",34197,6,15,2002,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"458",34423,7,13,2002,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
"459",34425,7,13,2002,2,"PP","F",20,12,"Chaetodipus","penicillatus","Rodent","Control"
"460",34430,7,13,2002,2,"PP","F",19,13,"Chaetodipus","penicillatus","Rodent","Control"
"461",34432,7,13,2002,2,"PP","F",21,18,"Chaetodipus","penicillatus","Rodent","Control"
"462",34433,7,13,2002,2,"PP","F",20,13,"Chaetodipus","penicillatus","Rodent","Control"
"463",34434,7,13,2002,2,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"464",34673,9,8,2002,2,"PP",NA,NA,NA,"Chaetodipus","penicillatus","Rodent","Control"
"465",34773,10,5,2002,2,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"466",34774,10,5,2002,2,"PP","F",20,18,"Chaetodipus","penicillatus","Rodent","Control"
"467",34781,10,5,2002,2,"PP","F",22,NA,"Chaetodipus","penicillatus","Rodent","Control"
"468",34984,11,9,2002,2,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Control"
"469",34988,11,9,2002,2,"PP","F",23,15,"Chaetodipus","penicillatus","Rodent","Control"
"470",35202,12,7,2002,2,"PP","M",21,14,"Chaetodipus","penicillatus","Rodent","Control"
"471",35401,12,29,2002,2,"PP","M",21,14,"Chaetodipus","penicillatus","Rodent","Control"
"472",35408,12,29,2002,2,"PP","M",21,13,"Chaetodipus","penicillatus","Rodent","Control"
"473",26608,7,29,1997,2,"SH","F",30,80,"Sigmodon","hispidus","Rodent","Control"
"474",26640,7,29,1997,2,"SH","F",26,43,"Sigmodon","hispidus","Rodent","Control"
"475",30738,6,3,2000,2,"SH","M",28,48,"Sigmodon","hispidus","Rodent","Control"
"476",31111,7,22,2000,2,"SH",NA,NA,130,"Sigmodon","hispidus","Rodent","Control"
"477",32044,5,26,2001,2,"SH","M",30,79,"Sigmodon","hispidus","Rodent","Control"
"478",32165,6,25,2001,2,"SH","M",NA,92,"Sigmodon","hispidus","Rodent","Control"
"479",32816,10,13,2001,2,"SH","F",28,101,"Sigmodon","hispidus","Rodent","Control"
"480",33029,11,17,2001,2,"SH","M",28,65,"Sigmodon","hispidus","Rodent","Control"
"481",33413,2,9,2002,2,"SH","F",30,57,"Sigmodon","hispidus","Rodent","Control"
"482",33839,4,17,2002,2,"SH","M",30,79,"Sigmodon","hispidus","Rodent","Control"
"483",34990,11,9,2002,2,"SH","M",31,NA,"Sigmodon","hispidus","Rodent","Control"
"484",22566,8,26,1995,2,"OT","F",23,19,"Onychomys","torridus","Rodent","Control"
"485",22719,9,23,1995,2,"OT","M",20,27,"Onychomys","torridus","Rodent","Control"
"486",23038,12,2,1995,2,"OT","F",21,23,"Onychomys","torridus","Rodent","Control"
"487",23151,12,21,1995,2,"OT","F",19,22,"Onychomys","torridus","Rodent","Control"
"488",23164,12,21,1995,2,"OT","M",20,29,"Onychomys","torridus","Rodent","Control"
"489",24176,7,20,1996,2,"OT","F",19,23,"Onychomys","torridus","Rodent","Control"
"490",24413,9,21,1996,2,"OT","F",19,31,"Onychomys","torridus","Rodent","Control"
"491",24426,9,21,1996,2,"OT","M",22,27,"Onychomys","torridus","Rodent","Control"
"492",24705,11,16,1996,2,"OT","F",22,27,"Onychomys","torridus","Rodent","Control"
"493",24806,12,18,1996,2,"OT","F",20,27,"Onychomys","torridus","Rodent","Control"
"494",24825,12,18,1996,2,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
"495",24981,2,8,1997,2,"OT","M",20,24,"Onychomys","torridus","Rodent","Control"
"496",25206,3,15,1997,2,"OT","F",21,39,"Onychomys","torridus","Rodent","Control"
"497",25233,3,15,1997,2,"OT","M",20,32,"Onychomys","torridus","Rodent","Control"
"498",25261,3,15,1997,2,"OT","M",20,27,"Onychomys","torridus","Rodent","Control"
"499",25486,4,12,1997,2,"OT","F",21,29,"Onychomys","torridus","Rodent","Control"
"500",25761,5,10,1997,2,"OT","M",21,27,"Onychomys","torridus","Rodent","Control"
"501",25839,5,10,1997,2,"OT","F",22,31,"Onychomys","torridus","Rodent","Control"
"502",25973,6,9,1997,2,"OT","M",19,18,"Onychomys","torridus","Rodent","Control"
"503",26015,6,9,1997,2,"OT","F",21,31,"Onychomys","torridus","Rodent","Control"
"504",26341,7,9,1997,2,"OT","M",20,30,"Onychomys","torridus","Rodent","Control"
"505",26507,7,9,1997,2,"OT","F",20,28,"Onychomys","torridus","Rodent","Control"
"506",26565,7,29,1997,2,"OT","M",20,18,"Onychomys","torridus","Rodent","Control"
"507",26604,7,29,1997,2,"OT","M",20,28,"Onychomys","torridus","Rodent","Control"
"508",26613,7,29,1997,2,"OT","M",20,24,"Onychomys","torridus","Rodent","Control"
"509",26808,9,27,1997,2,"OT","F",21,34,"Onychomys","torridus","Rodent","Control"
"510",26842,9,27,1997,2,"OT","M",21,26,"Onychomys","torridus","Rodent","Control"
"511",27192,11,22,1997,2,"OT","F",21,24,"Onychomys","torridus","Rodent","Control"
"512",27221,11,22,1997,2,"OT","M",21,22,"Onychomys","torridus","Rodent","Control"
"513",27323,12,28,1997,2,"OT","M",20,22,"Onychomys","torridus","Rodent","Control"
"514",27343,12,28,1997,2,"OT","F",20,26,"Onychomys","torridus","Rodent","Control"
"515",27438,1,31,1998,2,"OT","F",21,25,"Onychomys","torridus","Rodent","Control"
"516",27461,1,31,1998,2,"OT","M",21,22,"Onychomys","torridus","Rodent","Control"
"517",27727,3,29,1998,2,"OT","M",21,23,"Onychomys","torridus","Rodent","Control"
"518",27780,5,2,1998,2,"OT","M",19,29,"Onychomys","torridus","Rodent","Control"
"519",28555,9,20,1998,2,"OT","M",20,20,"Onychomys","torridus","Rodent","Control"
"520",28557,9,20,1998,2,"OT","M",20,20,"Onychomys","torridus","Rodent","Control"
"521",28656,10,24,1998,2,"OT","M",19,23,"Onychomys","torridus","Rodent","Control"
"522",28659,10,24,1998,2,"OT","M",20,27,"Onychomys","torridus","Rodent","Control"
"523",28664,10,24,1998,2,"OT","F",21,28,"Onychomys","torridus","Rodent","Control"
"524",28666,10,24,1998,2,"OT","M",20,22,"Onychomys","torridus","Rodent","Control"
"525",28803,11,21,1998,2,"OT","F",19,23,"Onychomys","torridus","Rodent","Control"
"526",28923,12,22,1998,2,"OT","F",20,23,"Onychomys","torridus","Rodent","Control"
"527",28924,12,22,1998,2,"OT","M",20,27,"Onychomys","torridus","Rodent","Control"
"528",28925,12,22,1998,2,"OT","F",21,31,"Onychomys","torridus","Rodent","Control"
"529",29030,1,16,1999,2,"OT","M",20,22,"Onychomys","torridus","Rodent","Control"
"530",29031,1,16,1999,2,"OT","M",20,26,"Onychomys","torridus","Rodent","Control"
"531",29034,1,16,1999,2,"OT","F",20,25,"Onychomys","torridus","Rodent","Control"
"532",30912,7,1,2000,2,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
"533",31213,8,25,2000,2,"OT","F",21,32,"Onychomys","torridus","Rodent","Control"
"534",31384,9,30,2000,2,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
"535",31388,9,30,2000,2,"OT","F",20,30,"Onychomys","torridus","Rodent","Control"
"536",31519,11,25,2000,2,"OT","M",20,26,"Onychomys","torridus","Rodent","Control"
"537",31521,11,25,2000,2,"OT","F",20,30,"Onychomys","torridus","Rodent","Control"
